Command,Chromosome,Sample_Size,Threads,Time_Taken,Memory_Used_MB,Input_file_size
compress,1,2500,1,12:45.40,463508,65391655050
compress,1,2500,1,12:58.31,464672,65391655050
compress,1,2500,2,12:48.72,508176,65391655050
compress,1,2500,2,12:34.04,507260,65391655050
compress,1,2500,3,12:51.02,553288,65391655050
compress,1,2500,3,12:52.60,559752,65391655050
compress,1,2500,4,12:43.95,597832,65391655050
compress,1,2500,4,12:54.88,609860,65391655050
compress,1,2500,8,12:56.23,770380,65391655050
compress,1,2500,8,12:49.34,787720,65391655050
compress,1,2000,1,9:32.17,432340,47704845595
compress,1,2000,1,9:30.94,426604,47704845595
compress,1,2000,2,9:24.83,476416,47704845595
compress,1,2000,2,9:12.58,501704,47704845595
compress,1,2000,3,9:10.28,529008,47704845595
compress,1,2000,3,9:21.73,526540,47704845595
compress,1,2000,4,9:25.44,583200,47704845595
compress,1,2000,4,9:23.78,605976,47704845595
compress,1,2000,8,9:21.81,751928,47704845595
compress,1,2000,8,9:27.47,790308,47704845595
compress,1,1500,1,6:30.92,394492,31988770951
compress,1,1500,1,6:19.62,400332,31988770951
compress,1,1500,2,6:22.56,440180,31988770951
compress,1,1500,2,6:25.03,452284,31988770951
compress,1,1500,3,6:29.39,495404,31988770951
compress,1,1500,3,6:24.87,478432,31988770951
compress,1,1500,4,6:25.92,530952,31988770951
compress,1,1500,4,6:30.54,550900,31988770951
compress,1,1500,8,6:27.25,708940,31988770951
compress,1,1500,8,6:31.71,689172,31988770951
compress,1,1000,1,3:45.16,393920,18314867257
compress,1,1000,1,3:45.48,392408,18314867257
compress,1,1000,2,3:32.64,445612,18314867257
compress,1,1000,2,3:43.87,446556,18314867257
compress,1,1000,3,3:47.64,487916,18314867257
compress,1,1000,3,3:46.53,475836,18314867257
compress,1,1000,4,3:42.26,529508,18314867257
compress,1,1000,4,3:45.33,537988,18314867257
compress,1,1000,8,3:42.35,722508,18314867257
compress,1,1000,8,3:45.25,718988,18314867257
compress,1,750,1,2:29.67,365816,12392834265
compress,1,750,1,2:36.52,372984,12392834265
compress,1,750,2,2:38.19,403104,12392834265
compress,1,750,2,2:38.77,401292,12392834265
compress,1,750,3,2:41.53,463900,12392834265
compress,1,750,3,2:38.67,452348,12392834265
compress,1,750,4,2:35.69,489368,12392834265
compress,1,750,4,2:35.45,512820,12392834265
compress,1,750,8,2:39.70,642084,12392834265
compress,1,750,8,2:36.90,653588,12392834265
compress,1,500,1,1:31.73,375424,7247599421
compress,1,500,1,1:36.71,369244,7247599421
compress,1,500,2,1:35.03,406632,7247599421
compress,1,500,2,1:31.22,393364,7247599421
compress,1,500,3,1:27.61,439072,7247599421
compress,1,500,3,1:33.31,467420,7247599421
compress,1,500,4,1:34.68,493136,7247599421
compress,1,500,4,1:33.94,487072,7247599421
compress,1,500,8,1:32.06,645424,7247599421
compress,1,500,8,1:30.48,620876,7247599421
compress,1,250,1,0:44.61,388320,2988497837
compress,1,250,1,0:46.28,365132,2988497837
compress,1,250,2,0:40.11,400932,2988497837
compress,1,250,2,0:41.53,411208,2988497837
compress,1,250,3,0:43.20,442084,2988497837
compress,1,250,3,0:40.41,446900,2988497837
compress,1,250,4,0:43.54,500836,2988497837
compress,1,250,4,0:42.62,469888,2988497837
compress,1,250,8,0:40.65,636500,2988497837
compress,1,250,8,0:43.64,624496,2988497837
compress,1,200,1,0:36.06,358628,2275838132
compress,1,200,1,0:34.48,352736,2275838132
compress,1,200,2,0:34.50,407724,2275838132
compress,1,200,2,0:35.17,390388,2275838132
compress,1,200,3,0:33.96,432040,2275838132
compress,1,200,3,0:33.38,432740,2275838132
compress,1,200,4,0:33.44,474020,2275838132
compress,1,200,4,0:34.43,467400,2275838132
compress,1,200,8,0:34.14,616120,2275838132
compress,1,200,8,0:32.86,606904,2275838132
compress,1,100,1,0:17.60,345872,1040793844
compress,1,100,1,0:20.35,339248,1040793844
compress,1,100,2,0:17.28,375904,1040793844
compress,1,100,2,0:19.45,367076,1040793844
compress,1,100,3,0:17.18,414880,1040793844
compress,1,100,3,0:18.28,415804,1040793844
compress,1,100,4,0:18.61,453904,1040793844
compress,1,100,4,0:18.53,439324,1040793844
compress,1,100,8,0:18.16,574908,1040793844
compress,1,100,8,0:17.74,557836,1040793844
compress,1,50,1,0:11.84,322304,535289167
compress,1,50,1,0:10.94,327308,535289167
compress,1,50,2,0:11.35,347528,535289167
compress,1,50,2,0:10.13,364364,535289167
compress,1,50,3,0:11.20,388732,535289167
compress,1,50,3,0:11.47,381148,535289167
compress,1,50,4,0:11.04,404396,535289167
compress,1,50,4,0:10.97,407424,535289167
compress,1,50,8,0:12.05,487852,535289167
compress,1,50,8,0:10.50,511708,535289167
compress,1,25,1,0:08.85,299676,304383795
compress,1,25,1,0:08.82,318808,304383795
compress,1,25,2,0:07.07,341076,304383795
compress,1,25,2,0:07.45,331924,304383795
compress,1,25,3,0:07.34,383352,304383795
compress,1,25,3,0:07.27,358460,304383795
compress,1,25,4,0:07.36,406096,304383795
compress,1,25,4,0:07.39,404708,304383795
compress,1,25,8,0:08.64,461164,304383795
compress,1,25,8,0:09.04,484528,304383795
compress,1,10,1,0:06.55,214636,171815753
compress,1,10,1,0:06.41,220292,171815753
compress,1,10,2,0:05.71,232080,171815753
compress,1,10,2,0:05.50,224568,171815753
compress,1,10,3,0:05.61,278060,171815753
compress,1,10,3,0:05.20,257820,171815753
compress,1,10,4,0:05.20,244056,171815753
compress,1,10,4,0:05.36,285372,171815753
compress,1,10,8,0:05.52,296640,171815753
compress,1,10,8,0:05.12,309460,171815753
compress,1,5,1,0:04.51,172988,103809583
compress,1,5,1,0:04.41,179236,103809583
compress,1,5,2,0:03.85,181236,103809583
compress,1,5,2,0:03.73,183456,103809583
compress,1,5,3,0:03.64,179640,103809583
compress,1,5,3,0:03.59,182188,103809583
compress,1,5,4,0:03.59,179316,103809583
compress,1,5,4,0:03.54,177792,103809583
compress,1,5,8,0:03.83,227524,103809583
compress,1,5,8,0:03.84,232824,103809583
compress,1,2,1,0:03.25,130416,68145665
compress,1,2,1,0:03.34,127572,68145665
compress,1,2,2,0:02.78,131320,68145665
compress,1,2,2,0:02.77,134604,68145665
compress,1,2,3,0:02.58,138632,68145665
compress,1,2,3,0:02.70,133776,68145665
compress,1,2,4,0:02.64,145740,68145665
compress,1,2,4,0:02.63,145388,68145665
compress,1,2,8,0:02.66,177784,68145665
compress,1,2,8,0:03.09,180620,68145665
compress,1,1,1,0:02.55,115584,50367476
compress,1,1,1,0:02.56,116820,50367476
compress,1,1,2,0:02.22,122080,50367476
compress,1,1,2,0:02.21,121984,50367476
compress,1,1,3,0:02.12,121304,50367476
compress,1,1,3,0:02.12,125940,50367476
compress,1,1,4,0:02.03,127612,50367476
compress,1,1,4,0:02.05,128116,50367476
compress,1,1,8,0:02.24,138964,50367476
compress,1,1,8,0:02.00,144500,50367476
compress,22,2500,1,2:17.02,391092,11154555118
compress,22,2500,1,2:11.26,380996,11154555118
compress,22,2500,2,2:12.62,412140,11154555118
compress,22,2500,2,2:12.15,400296,11154555118
compress,22,2500,3,2:12.33,428276,11154555118
compress,22,2500,3,2:02.14,430456,11154555118
compress,22,2500,4,2:13.76,431232,11154555118
compress,22,2500,4,2:14.72,469060,11154555118
compress,22,2500,8,2:14.68,536680,11154555118
compress,22,2500,8,2:14.04,563832,11154555118
compress,22,2000,1,1:41.48,334732,8177757644
compress,22,2000,1,1:35.89,326156,8177757644
compress,22,2000,2,1:40.85,356696,8177757644
compress,22,2000,2,1:41.40,344024,8177757644
compress,22,2000,3,1:37.92,383756,8177757644
compress,22,2000,3,1:40.02,388444,8177757644
compress,22,2000,4,1:33.68,382916,8177757644
compress,22,2000,4,1:34.44,411668,8177757644
compress,22,2000,8,1:38.65,498828,8177757644
compress,22,2000,8,1:36.00,547928,8177757644
compress,22,1500,1,1:07.65,280956,5473767198
compress,22,1500,1,1:09.43,282160,5473767198
compress,22,1500,2,1:06.30,309836,5473767198
compress,22,1500,2,1:06.78,303528,5473767198
compress,22,1500,3,0:58.55,308772,5473767198
compress,22,1500,3,1:07.16,321972,5473767198
compress,22,1500,4,1:08.50,339648,5473767198
compress,22,1500,4,0:57.58,345552,5473767198
compress,22,1500,8,1:06.01,412472,5473767198
compress,22,1500,8,1:05.53,416024,5473767198
compress,22,1000,1,0:40.10,257472,3128699823
compress,22,1000,1,0:36.61,272520,3128699823
compress,22,1000,2,0:34.52,298364,3128699823
compress,22,1000,2,0:34.83,311148,3128699823
compress,22,1000,3,0:39.11,357940,3128699823
compress,22,1000,3,0:38.51,335848,3128699823
compress,22,1000,4,0:34.51,358020,3128699823
compress,22,1000,4,0:38.72,334760,3128699823
compress,22,1000,8,0:39.72,457708,3128699823
compress,22,1000,8,0:38.01,415036,3128699823
compress,22,750,1,0:27.73,246208,2118811748
compress,22,750,1,0:26.17,250892,2118811748
compress,22,750,2,0:28.54,278864,2118811748
compress,22,750,2,0:28.20,271256,2118811748
compress,22,750,3,0:27.39,306332,2118811748
compress,22,750,3,0:27.56,302224,2118811748
compress,22,750,4,0:27.03,313216,2118811748
compress,22,750,4,0:27.75,308652,2118811748
compress,22,750,8,0:27.74,404320,2118811748
compress,22,750,8,0:26.23,445644,2118811748
compress,22,500,1,0:16.99,237948,1239021307
compress,22,500,1,0:16.65,247284,1239021307
compress,22,500,2,0:16.80,265068,1239021307
compress,22,500,2,0:16.70,253280,1239021307
compress,22,500,3,0:16.56,295940,1239021307
compress,22,500,3,0:16.83,270900,1239021307
compress,22,500,4,0:15.74,307724,1239021307
compress,22,500,4,0:16.78,320964,1239021307
compress,22,500,8,0:14.69,399020,1239021307
compress,22,500,8,0:17.07,388456,1239021307
compress,22,250,1,0:08.11,177372,519481362
compress,22,250,1,0:08.81,172492,519481362
compress,22,250,2,0:08.07,194052,519481362
compress,22,250,2,0:08.04,194736,519481362
compress,22,250,3,0:07.74,229240,519481362
compress,22,250,3,0:07.82,213772,519481362
compress,22,250,4,0:07.66,251100,519481362
compress,22,250,4,0:07.79,246352,519481362
compress,22,250,8,0:07.57,319804,519481362
compress,22,250,8,0:07.75,313756,519481362
compress,22,200,1,0:06.90,161976,400525424
compress,22,200,1,0:06.09,160868,400525424
compress,22,200,2,0:06.26,186532,400525424
compress,22,200,2,0:06.49,193276,400525424
compress,22,200,3,0:06.25,224740,400525424
compress,22,200,3,0:05.55,218056,400525424
compress,22,200,4,0:06.42,240320,400525424
compress,22,200,4,0:06.53,233836,400525424
compress,22,200,8,0:06.45,247740,400525424
compress,22,200,8,0:05.36,289532,400525424
compress,22,100,1,0:04.02,142284,180618620
compress,22,100,1,0:03.96,149224,180618620
compress,22,100,2,0:03.23,165576,180618620
compress,22,100,2,0:03.22,170268,180618620
compress,22,100,3,0:03.46,187304,180618620
compress,22,100,3,0:03.49,174548,180618620
compress,22,100,4,0:03.64,188208,180618620
compress,22,100,4,0:03.26,171088,180618620
compress,22,100,8,0:03.51,185952,180618620
compress,22,100,8,0:03.44,200120,180618620
compress,22,50,1,0:02.57,104164,89602932
compress,22,50,1,0:02.66,107856,89602932
compress,22,50,2,0:02.31,111216,89602932
compress,22,50,2,0:02.38,108120,89602932
compress,22,50,3,0:02.19,109980,89602932
compress,22,50,3,0:02.18,108576,89602932
compress,22,50,4,0:02.28,121452,89602932
compress,22,50,4,0:02.14,119004,89602932
compress,22,50,8,0:02.37,145832,89602932
compress,22,50,8,0:02.18,157460,89602932
compress,22,25,1,0:02.04,92344,54395689
compress,22,25,1,0:02.03,94876,54395689
compress,22,25,2,0:01.86,96480,54395689
compress,22,25,2,0:01.88,96328,54395689
compress,22,25,3,0:01.80,104208,54395689
compress,22,25,3,0:01.81,102576,54395689
compress,22,25,4,0:01.71,105272,54395689
compress,22,25,4,0:01.71,107948,54395689
compress,22,25,8,0:01.89,125396,54395689
compress,22,25,8,0:01.99,121768,54395689
compress,22,10,1,0:01.60,88920,32482393
compress,22,10,1,0:01.72,90136,32482393
compress,22,10,2,0:01.47,94456,32482393
compress,22,10,2,0:01.40,94260,32482393
compress,22,10,3,0:01.41,99576,32482393
compress,22,10,3,0:01.42,96896,32482393
compress,22,10,4,0:01.36,102880,32482393
compress,22,10,4,0:01.41,102840,32482393
compress,22,10,8,0:01.52,113680,32482393
compress,22,10,8,0:01.58,117700,32482393
compress,22,5,1,0:01.55,86012,23180608
compress,22,5,1,0:01.45,85920,23180608
compress,22,5,2,0:01.25,88628,23180608
compress,22,5,2,0:01.23,90320,23180608
compress,22,5,3,0:01.23,87760,23180608
compress,22,5,3,0:01.22,92992,23180608
compress,22,5,4,0:01.22,96736,23180608
compress,22,5,4,0:01.19,98216,23180608
compress,22,5,8,0:01.40,109160,23180608
compress,22,5,8,0:01.25,113304,23180608
compress,22,2,1,0:01.02,57940,15414122
compress,22,2,1,0:01.04,57972,15414122
compress,22,2,2,0:01.03,62168,15414122
compress,22,2,2,0:01.04,62072,15414122
compress,22,2,3,0:01.03,63204,15414122
compress,22,2,3,0:01.02,66664,15414122
compress,22,2,4,0:01.08,74628,15414122
compress,22,2,4,0:01.04,72180,15414122
compress,22,2,8,0:01.25,87716,15414122
compress,22,2,8,0:01.20,87636,15414122
compress,22,1,1,0:00.95,45104,10968117
compress,22,1,1,0:00.92,50592,10968117
compress,22,1,2,0:00.95,48544,10968117
compress,22,1,2,0:00.95,48928,10968117
compress,22,1,3,0:00.92,51976,10968117
compress,22,1,3,0:00.95,52044,10968117
compress,22,1,4,0:00.95,59852,10968117
compress,22,1,4,0:00.96,57048,10968117
compress,22,1,8,0:01.04,73684,10968117
compress,22,1,8,0:01.12,73100,10968117
compress,10,2500,1,7:50.21,447916,40364307343
compress,10,2500,1,7:48.04,449688,40364307343
compress,10,2500,2,7:45.79,483448,40364307343
compress,10,2500,2,8:03.78,487420,40364307343
compress,10,2500,3,7:44.99,540480,40364307343
compress,10,2500,3,7:56.23,532036,40364307343
compress,10,2500,4,7:55.12,563312,40364307343
compress,10,2500,4,8:00.10,554020,40364307343
compress,10,2500,8,8:02.16,756632,40364307343
compress,10,2500,8,7:49.35,712960,40364307343
compress,10,2000,1,5:48.35,422228,29521613373
compress,10,2000,1,5:59.34,413008,29521613373
compress,10,2000,2,5:48.21,455932,29521613373
compress,10,2000,2,5:42.91,461792,29521613373
compress,10,2000,3,5:49.76,482560,29521613373
compress,10,2000,3,5:47.79,493504,29521613373
compress,10,2000,4,5:45.80,530820,29521613373
compress,10,2000,4,5:57.98,527220,29521613373
compress,10,2000,8,5:34.61,665212,29521613373
compress,10,2000,8,5:58.20,662568,29521613373
compress,10,1500,1,4:00.75,381484,19798953748
compress,10,1500,1,4:01.69,373936,19798953748
compress,10,1500,2,3:52.49,411384,19798953748
compress,10,1500,2,3:50.38,421280,19798953748
compress,10,1500,3,3:58.69,483728,19798953748
compress,10,1500,3,3:59.99,462712,19798953748
compress,10,1500,4,3:53.37,523108,19798953748
compress,10,1500,4,4:03.16,527400,19798953748
compress,10,1500,8,3:50.82,636416,19798953748
compress,10,1500,8,3:58.41,669576,19798953748
compress,10,1000,1,2:20.98,381860,11364673325
compress,10,1000,1,2:24.49,398204,11364673325
compress,10,1000,2,2:08.09,419460,11364673325
compress,10,1000,2,2:18.84,431396,11364673325
compress,10,1000,3,2:26.98,468172,11364673325
compress,10,1000,3,2:23.69,471484,11364673325
compress,10,1000,4,2:14.38,505364,11364673325
compress,10,1000,4,2:21.06,488340,11364673325
compress,10,1000,8,2:24.26,648780,11364673325
compress,10,1000,8,2:18.93,668652,11364673325
compress,10,750,1,1:38.90,373964,7711782127
compress,10,750,1,1:35.45,356680,7711782127
compress,10,750,2,1:25.91,407300,7711782127
compress,10,750,2,1:39.26,401520,7711782127
compress,10,750,3,1:41.55,429396,7711782127
compress,10,750,3,1:40.16,431144,7711782127
compress,10,750,4,1:39.57,477320,7711782127
compress,10,750,4,1:32.94,478512,7711782127
compress,10,750,8,1:40.83,623180,7711782127
compress,10,750,8,1:33.51,606448,7711782127
compress,10,500,1,0:53.10,365960,4526528516
compress,10,500,1,0:59.29,369664,4526528516
compress,10,500,2,1:00.30,416220,4526528516
compress,10,500,2,0:55.69,414684,4526528516
compress,10,500,3,0:58.95,459024,4526528516
compress,10,500,3,0:53.12,458248,4526528516
compress,10,500,4,0:51.87,489496,4526528516
compress,10,500,4,0:57.19,474860,4526528516
compress,10,500,8,0:58.84,663484,4526528516
compress,10,500,8,0:58.42,621788,4526528516
compress,10,250,1,0:27.68,341544,1868853498
compress,10,250,1,0:27.97,330700,1868853498
compress,10,250,2,0:26.97,375540,1868853498
compress,10,250,2,0:26.76,366700,1868853498
compress,10,250,3,0:26.98,425876,1868853498
compress,10,250,3,0:27.18,404464,1868853498
compress,10,250,4,0:27.74,456676,1868853498
compress,10,250,4,0:26.66,441180,1868853498
compress,10,250,8,0:26.61,557760,1868853498
compress,10,250,8,0:24.92,574180,1868853498
compress,10,200,1,0:21.19,331996,1431415252
